Microcredential in Channel of Distribution,DIPLOMA IN MARKETING,A11332,KOLEJ SEGI KUALA LUMPUR
Microcredential in Services Marketing,DIPLOMA IN MARKETING,A11332,KOLEJ SEGI KUALA LUMPUR
Microcredential in Marketing Management,DIPLOMA IN MARKETING,A11332,KOLEJ SEGI KUALA LUMPUR
Microcredential in Introduction to Business,DIPLOMA IN MARKETING,A11332,KOLEJ SEGI KUALA LUMPUR
Microcredential in Introduction to Finance,DIPLOMA IN MARKETING,A11332,KOLEJ SEGI KUALA LUMPUR
Microcredential in Principles of Marketing,DIPLOMA IN MARKETING,A11332,KOLEJ SEGI KUALA LUMPUR
Microcredential in Principles Of Management,DIPLOMA IN MARKETING,A11332,KOLEJ SEGI KUALA LUMPUR
Microcredential in Introduction to Tourism & Hospitality Industry,DIPLOMA IN CULINARY ARTS,A11534,KOLEJ SEGI KUALA LUMPUR
Microcredential in Purchasing Cost & Control,DIPLOMA IN CULINARY ARTS,A11534,KOLEJ SEGI KUALA LUMPUR
Microcredential in Financial Accounting,DIPLOMA IN CULINARY ARTS,A11534,KOLEJ SEGI KUALA LUMPUR
Microcredential in Principles of Management,DIPLOMA IN CULINARY ARTS,A11534,KOLEJ SEGI KUALA LUMPUR
Microcredential in Introductory to French,DIPLOMA IN CULINARY ARTS,A11534,KOLEJ SEGI KUALA LUMPUR
Microcredential in Fundamentals of Food,DIPLOMA IN CULINARY ARTS,A11534,KOLEJ SEGI KUALA LUMPUR
Microcredential in Introduction to Tourism & Hospitality Industry,DIPLOMA IN CULINARY ARTS,A11534,KOLEJ SEGI KUALA LUMPUR
"Microcredential in Food Nutrition, Hygiene and Sanitation",DIPLOMA IN CULINARY ARTS,A11534,KOLEJ SEGI KUALA LUMPUR
Microcredential in Service Quality Management,DIPLOMA IN CULINARY ARTS,A11534,KOLEJ SEGI KUALA LUMPUR
Microcredential in Principles of Management,DIPLOMA IN CULINARY ARTS,A11534,KOLEJ SEGI KUALA LUMPUR
Microcredential in Entrepreneurship,DIPLOMA IN CULINARY ARTS,A11534,KOLEJ SEGI KUALA LUMPUR
Microcredential in Fundamentals of Food,DIPLOMA IN CULINARY ARTS,A11534,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Introduction to Hospitality and Tourism Industry,DIPLOMA IN CULINARY ARTS,A11534,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Culinary Cooking Techniques,DIPLOMA IN CULINARY ARTS,A11534,KOLEJ SEGI KUALA LUMPUR
"Micro-credential Certification Food Nutrition, Hygiene and Sanitation",DIPLOMA IN CULINARY ARTS,A11534,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Service Quality Management,DIPLOMA IN CULINARY ARTS,A11534,KOLEJ SEGI KUALA LUMPUR
"Micro-credential Certification Purchasing, Cost and Control",DIPLOMA IN CULINARY ARTS,A11534,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Entrepreneurship,DIPLOMA IN CULINARY ARTS,A11534,KOLEJ SEGI KUALA LUMPUR
"Behavioral Sciences I (Psychology, Communication, Human & Public Relations)",DIPLOMA IN NURSING,A7478,KOLEJ SEGI KUALA LUMPUR
"Behavioral Sciences II (Sociology, Medico - Legal Aspects Professional Development)",DIPLOMA IN NURSING,A7478,KOLEJ SEGI KUALA LUMPUR
Microcredential in Confinement Care,DIPLOMA IN NURSING,A7478,KOLEJ SEGI KUALA LUMPUR
Microcredential in Elderly Care,DIPLOMA IN NURSING,A7478,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in Principles of Management,DIPLOMA IN HOTEL MANAGEMENT,A7528,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in Introductory to French,DIPLOMA IN HOTEL MANAGEMENT,A7528,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in Hotel Operations,DIPLOMA IN HOTEL MANAGEMENT,A7528,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in Introduction to Tourism & Hospitality Industry,DIPLOMA IN HOTEL MANAGEMENT,A7528,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in Restaurant Management,DIPLOMA IN HOTEL MANAGEMENT,A7528,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in Service Quality Management,DIPLOMA IN HOTEL MANAGEMENT,A7528,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Introduction to Hospitality and Tourism Industry,DIPLOMA IN HOTEL MANAGEMENT,A7528,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Principles of Management,DIPLOMA IN HOTEL MANAGEMENT,A7528,KOLEJ SEGI KUALA LUMPUR
"Micro-credential Certification Food Nutrition, Hygiene and Sanitation",DIPLOMA IN HOTEL MANAGEMENT,A7528,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Service Quality Management,DIPLOMA IN HOTEL MANAGEMENT,A7528,KOLEJ SEGI KUALA LUMPUR
"Micro-credential Certification Purchasing, Cost and Control",DIPLOMA IN HOTEL MANAGEMENT,A7528,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Entrepreneurship,DIPLOMA IN HOTEL MANAGEMENT,A7528,KOLEJ SEGI KUALA LUMPUR
Microcredential in Introduction to Medical Laboratory Technology,DIPLOMA IN MEDICAL LABORATORY TECHNOLOGY,A8535,KOLEJ SEGI KUALA LUMPUR
Microcredential in Immunology,DIPLOMA IN MEDICAL LABORATORY TECHNOLOGY,A8535,KOLEJ SEGI KUALA LUMPUR
Microcredential in Hematology 1,DIPLOMA IN MEDICAL LABORATORY TECHNOLOGY,A8535,KOLEJ SEGI KUALA LUMPUR
Microcredential in Immunohematology 1,DIPLOMA IN MEDICAL LABORATORY TECHNOLOGY,A8535,KOLEJ SEGI KUALA LUMPUR
Microcredential in Cytology 1,DIPLOMA IN MEDICAL LABORATORY TECHNOLOGY,A8535,KOLEJ SEGI KUALA LUMPUR
Microcredential in Introduction to business,DIPLOMA IN BUSINESS ADMINISTRATION,A8729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Principles of management,DIPLOMA IN BUSINESS ADMINISTRATION,A8729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Introduction to finance,DIPLOMA IN BUSINESS ADMINISTRATION,A8729,KOLEJ SEGI KUALA LUMPUR
Microcredential  in E-commerce,DIPLOMA IN BUSINESS ADMINISTRATION,A8729,KOLEJ SEGI KUALA LUMPUR
Microcredential  in Business Management,DIPLOMA IN BUSINESS ADMINISTRATION,A8729,KOLEJ SEGI KUALA LUMPUR
Microcredential  in International Business,DIPLOMA IN BUSINESS ADMINISTRATION,A8729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Introduction to Business,DIPLOMA IN ACCOUNTING,A8730,KOLEJ SEGI KUALA LUMPUR
Microcredential in Introduction to Finance,DIPLOMA IN ACCOUNTING,A8730,KOLEJ SEGI KUALA LUMPUR
Microcredential in Business Communication,DIPLOMA IN ACCOUNTING,A8730,KOLEJ SEGI KUALA LUMPUR
Microcredential in Financial Accounting 3,DIPLOMA IN ACCOUNTING,A8730,KOLEJ SEGI KUALA LUMPUR
Microcredential in Business Statistic,DIPLOMA IN ACCOUNTING,A8730,KOLEJ SEGI KUALA LUMPUR
Microcredential in Introduction to Management Accounting,DIPLOMA IN ACCOUNTING,A8730,KOLEJ SEGI KUALA LUMPUR
Microcredential award in Data Analysis,DIPLOMA IN ACCOUNTING,A8730,KOLEJ SEGI KUALA LUMPUR
Microcredential  in Business Maths,DIPLOMA IN ACCOUNTING,A8730,KOLEJ SEGI KUALA LUMPUR
Microcredential  in Financial Accounting,DIPLOMA IN ACCOUNTING,A8730,KOLEJ SEGI KUALA LUMPUR
Microcredentia in Corporate Audit,DIPLOMA IN ACCOUNTING,A8730,KOLEJ SEGI KUALA LUMPUR
Microcredential in Taxation,DIPLOMA IN ACCOUNTING,A8730,KOLEJ SEGI KUALA LUMPUR
Microcredential  in Introduction to Business,DIPLOMA IN ACCOUNTING,A8730,KOLEJ SEGI KUALA LUMPUR
Microcredential in Introduction to Finance,DIPLOMA IN ACCOUNTING,A8730,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in Financial Management and Control,"Master of Business Administration in collaboration with University of Sunderland, UK",A9419,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in Strategic Management in an International Context,"Master of Business Administration in collaboration with University of Sunderland, UK",A9419,KOLEJ SEGI KUALA LUMPUR
"Micro-credential award in Innovation, Entrepreneurship and Technology Transfer","Master of Business Administration in collaboration with University of Sunderland, UK",A9419,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in Professional Management and Leadership Development,"Master of Business Administration in collaboration with University of Sunderland, UK",A9419,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in Value Creation in Organisations - Managing Operations and Marketing,"Master of Business Administration in collaboration with University of Sunderland, UK",A9419,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in Organisational Field Research,"Master of Business Administration in collaboration with University of Sunderland, UK",A9419,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in History of Art,DIPLOMA IN MULTIMEDIA DESIGN,A9955,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in Fundamental Photography,DIPLOMA IN MULTIMEDIA DESIGN,A9955,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in Multimedia Fundamentals,DIPLOMA IN MULTIMEDIA DESIGN,A9955,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in Typography Design,DIPLOMA IN MULTIMEDIA DESIGN,A9955,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in Electronic Publishing,DIPLOMA IN MULTIMEDIA DESIGN,A9955,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in Digital Audio and Video Editing,DIPLOMA IN MULTIMEDIA DESIGN,A9955,KOLEJ SEGI KUALA LUMPUR
Microcredential in Typography Design,DIPLOMA IN GRAPHIC DESIGN,A9956,KOLEJ SEGI KUALA LUMPUR
Microcredential in History of Art,DIPLOMA IN GRAPHIC DESIGN,A9956,KOLEJ SEGI KUALA LUMPUR
Microcredential in Fundamental of Graphic Design,DIPLOMA IN GRAPHIC DESIGN,A9956,KOLEJ SEGI KUALA LUMPUR
Microcredential in Visual Communication,DIPLOMA IN GRAPHIC DESIGN,A9956,KOLEJ SEGI KUALA LUMPUR
Microcredential in 2&3 Dimensional Design,DIPLOMA IN GRAPHIC DESIGN,A9956,KOLEJ SEGI KUALA LUMPUR
Microcredential in Fundamental Photography,DIPLOMA IN GRAPHIC DESIGN,A9956,KOLEJ SEGI KUALA LUMPUR
Microcredential in Object-oriented Development,DIPLOMA IN COMPUTER STUDIES,MQA / A 9341,KOLEJ SEGI KUALA LUMPUR
Microcredential in Information Technology,DIPLOMA IN COMPUTER STUDIES,MQA / A 9341,KOLEJ SEGI KUALA LUMPUR
Microcredential in Computer Application,DIPLOMA IN COMPUTER STUDIES,MQA / A 9341,KOLEJ SEGI KUALA LUMPUR
Microcredential  in Principles in e-Commerce,DIPLOMA IN COMPUTER STUDIES,MQA / A 9341,KOLEJ SEGI KUALA LUMPUR
Microcredential in Web Design and Development,DIPLOMA IN COMPUTER STUDIES,MQA / A 9341,KOLEJ SEGI KUALA LUMPUR
Microcredential in Database Management System,DIPLOMA IN COMPUTER STUDIES,MQA / A 9341,KOLEJ SEGI KUALA LUMPUR
Microcredential in Multimedia Studies,DIPLOMA IN COMPUTER STUDIES,MQA / A 9341,KOLEJ SEGI KUALA LUMPUR
Microcredential in Information Technology,DIPLOMA IN COMPUTER STUDIES,MQA / A 9341,KOLEJ SEGI KUALA LUMPUR
Microcredential  in Computer Application,DIPLOMA IN COMPUTER STUDIES,MQA / A 9341,KOLEJ SEGI KUALA LUMPUR
Microcredential  in Introduction to programming Language,DIPLOMA IN COMPUTER STUDIES,MQA / A 9341,KOLEJ SEGI KUALA LUMPUR
Microcredential in System Analysis and Design,DIPLOMA IN COMPUTER STUDIES,MQA / A 9341,KOLEJ SEGI KUALA LUMPUR
Microcredential  in Software Engineering,DIPLOMA IN COMPUTER STUDIES,MQA / A 9341,KOLEJ SEGI KUALA LUMPUR
Microcredential in Project Management,DIPLOMA IN COMPUTER STUDIES,MQA / A 9341,KOLEJ SEGI KUALA LUMPUR
Microcredential  in Information Technology,DIPLOMA IN COMPUTER STUDIES,MQA / A 9341,KOLEJ SEGI KUALA LUMPUR
Microcredential in Computer Application,DIPLOMA IN COMPUTER STUDIES,MQA / A 9341,KOLEJ SEGI KUALA LUMPUR
Microcredential in Programming Methodology,DIPLOMA IN COMPUTER STUDIES,MQA / A 9341,KOLEJ SEGI KUALA LUMPUR
Microcredential in Introduction to Programming Language,DIPLOMA IN COMPUTER STUDIES,MQA / A 9341,KOLEJ SEGI KUALA LUMPUR
Microcredential in Data Structure and Algorithm,DIPLOMA IN COMPUTER STUDIES,MQA / A 9341,KOLEJ SEGI KUALA LUMPUR
Microcredential in Development of Young Children,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Becoming an Early Childhood Professional,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Partnering With Families and Communities,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Classroom Behaviour and Management,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Practicum in Kindergarten / Childcare Centre,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Development of Young Children,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Creativity for Young Children,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Classroom Behaviour and Management,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Management of Early Childhood Settings,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Early Childhood Curriculum Approaches,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Foundations of Early Years Education,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Observation and Assessment of Young Children,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Special Educational Needs and Learning Disabilities,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Foundations of Early Years Education,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Foundations of Early Years Education,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Language and Literacy for Young Children,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Science and Technology for Young Children,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Mathematics for Young Children,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Foundations of Early Years Education,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Development of Young Children,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Development of Young Children,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Health Safety and Nutritions,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Play and Learning,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in An Introduction to Montessori Philosophy,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in An Introduction to Montessori Learning Area,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in An Introduction to Montessori Material Practice,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Observation and Assessment of Young Children,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Foundations of Early Years Education,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Development of Young Children,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Microcredential in Planning and Organising Early Childhood Care and Educational Settings,DIPLOMA IN EARLY CHILDHOOD EDUCATION,MQA/FA 0729,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification World Literature Before 1660,Bachelor of Science in Business Administration (Global Business) 4+0 in collaboration with Troy University,MQA/FA 4729,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Visual Arts,Bachelor of Science in Business Administration (Global Business) 4+0 in collaboration with Troy University,MQA/FA 4729,KOLEJ SEGI KUALA LUMPUR
Micro-credential CertificationPublic Speaking,Bachelor of Science in Business Administration (Global Business) 4+0 in collaboration with Troy University,MQA/FA 4729,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Computer Concepts & Applications - (GBB Major),Bachelor of Science in Business Administration (Global Business) 4+0 in collaboration with Troy University,MQA/FA 4729,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification World Literature After 1660,Bachelor of Science in Business Administration (Global Business) 4+0 in collaboration with Troy University,MQA/FA 4729,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Entrepreneurship,DIPLOMA IN TOURISM MANAGEMENT,MQA/FA1457,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Introduction to Hospitality and Tourism Industry,DIPLOMA IN TOURISM MANAGEMENT,MQA/FA1457,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Geography of Travel & Tourism,DIPLOMA IN TOURISM MANAGEMENT,MQA/FA1457,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Service Quality Management,DIPLOMA IN TOURISM MANAGEMENT,MQA/FA1457,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Electronic Booking Tools Part 1,DIPLOMA IN TOURISM MANAGEMENT,MQA/FA1457,KOLEJ SEGI KUALA LUMPUR
Micro-Credential Certification Electronic Booking Tools Part 2,DIPLOMA IN TOURISM MANAGEMENT,MQA/FA1457,KOLEJ SEGI KUALA LUMPUR
Micro-Credential Electronic Booking Tools Part 2,CERTIFICATE IN HOTEL OPERATIONS,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
Mico-credential Certification Introduction to Hospitality Operation,Certificate in Hotel Operations,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Fundamental of Food,Certificate in Hotel Operations,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Customer Service Management,Certificate in Hotel Operations,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Restaurant Service Management Theory Part 1,Certificate in Hotel Operations,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Restaurant Service Management Theory Part 2,Certificate in Hotel Operations,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
Micro-credential Introduction to Hospitality and Tourism Industry,CERTIFICATE IN HOTEL OPERATIONS,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
Micro-credential Culinary Cooking Techniques,CERTIFICATE IN HOTEL OPERATIONS,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
"Micro-credential Food Nutrition, Hygiene and Sanitation",CERTIFICATE IN HOTEL OPERATIONS,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
Micro-credential Service Quality Management,CERTIFICATE IN HOTEL OPERATIONS,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
"Micro-credential Purchasing, Cost and Control",CERTIFICATE IN HOTEL OPERATIONS,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
Micro-credential Entrepreneurship,CERTIFICATE IN HOTEL OPERATIONS,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
Micro-credential Principles of Management,CERTIFICATE IN HOTEL OPERATIONS,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
Micro-credential Geography of Travel & Tourism,CERTIFICATE IN HOTEL OPERATIONS,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
Micro-credential Electronic Booking Tools Part 1,CERTIFICATE IN HOTEL OPERATIONS,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Basic Accounting,Certificate in Hotel Operations,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
Mico-credential Introduction to Hospitality Operation,CERTIFICATE IN HOTEL OPERATIONS,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
Micro-credential Fundamental of Food,CERTIFICATE IN HOTEL OPERATIONS,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
Micro-credential Customer Service Management,CERTIFICATE IN HOTEL OPERATIONS,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
Micro-credential Restaurant Service Management Theory Part 1,CERTIFICATE IN HOTEL OPERATIONS,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
Micro-credential Restaurant Service Management Theory Part 2,CERTIFICATE IN HOTEL OPERATIONS,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
Micro-credential Basic Accounting,CERTIFICATE IN HOTEL OPERATIONS,MQA/FA1740,KOLEJ SEGI KUALA LUMPUR
Microcredential in Principles in Occupational Safety & Health,DIPLOMA IN OCCUPATIONAL SAFETY AND HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Microcredential in Safety & Health Report Writing,DIPLOMA IN OCCUPATIONAL SAFETY AND HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Microcredential in Ergonomic & Human Factors in Safety,DIPLOMA IN OCCUPATIONAL SAFETY AND HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Microcredential in Hazard Identification & Risk Control,DIPLOMA IN OCCUPATIONAL SAFETY AND HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Microcredential in Introduction to Hazardous Substances,DIPLOMA IN OCCUPATIONAL SAFETY AND HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Microcredential  in Occupational Safety & Health Surveillance & Monitoring,DIPLOMA IN OCCUPATIONAL SAFETY AND HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Microcredential in Principles in Occupational Safety & Health,DIPLOMA IN OCCUPATIONAL SAFETY AND HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Microcredential in Safety & Health Report Writing,DIPLOMA IN OCCUPATIONAL SAFETY AND HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Microcredential in Ergonomic & Human Factors in Safety,DIPLOMA IN OCCUPATIONAL SAFETY AND HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in INTRODUCTION TO ENVIRONMENTAL HEALTH,DIPLOMA IN OCCUPATIONAL SAFETY & HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in BASIC HUMAN PSYCHOLOGY,DIPLOMA IN OCCUPATIONAL SAFETY & HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in OCCUPATIONAL SAFETY AND HEALTH LEGISLATION,DIPLOMA IN OCCUPATIONAL SAFETY & HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in PRINCIPLES IN OCCUPATIONAL HEALTH AND SAFETY,DIPLOMA IN OCCUPATIONAL SAFETY & HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in MACHINERY & EQUIPMENT SAFETY,DIPLOMA IN OCCUPATIONAL SAFETY & HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Micro-credential award in ERGONOMICS AND HUMAN FACTORS IN SAFETY,DIPLOMA IN OCCUPATIONAL SAFETY & HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Microcredential in Machinery & Equipment Safety,DIPLOMA IN OCCUPATIONAL SAFETY AND HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Microcredential in Introduction to Environmental Health,DIPLOMA IN OCCUPATIONAL SAFETY AND HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Microcredential  in Safety & Health in Construction,DIPLOMA IN OCCUPATIONAL SAFETY AND HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Microcredential in Principles in Occupational Safety & Health,DIPLOMA IN OCCUPATIONAL SAFETY AND HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Microcredential in Safety & Health Report Writing,DIPLOMA IN OCCUPATIONAL SAFETY AND HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Microcredential in Ergonomic & Human Factors in Safety,DIPLOMA IN OCCUPATIONAL SAFETY AND HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Microcredential in Hazard Identification & Risk Control,DIPLOMA IN OCCUPATIONAL SAFETY AND HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Microcredential in Introduction to Hazardous Substances,DIPLOMA IN OCCUPATIONAL SAFETY AND HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Microcredential in Fire Prevention & Protection System,DIPLOMA IN OCCUPATIONAL SAFETY AND HEALTH,MQA/FA1779,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification World Literature Before 1660,"Bachelor of Science in Psychology 4+0 in collaboration with Troy University, USA",MQA/FA4730,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Visual Arts,"Bachelor of Science in Psychology 4+0 in collaboration with Troy University, USA",MQA/FA4730,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Public Speaking,"Bachelor of Science in Psychology 4+0 in collaboration with Troy University, USA",MQA/FA4730,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Computer Concepts & Applications - (PSY Major),"Bachelor of Science in Psychology 4+0 in collaboration with Troy University, USA",MQA/FA4730,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification World Literature After 1660,"Bachelor of Science in Psychology 4+0 in collaboration with Troy University, USA",MQA/FA4730,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Public Speaking,"Bachelor of Science in Communication Arts 4+0 in collaboration with Troy University, USA",MQA/FA4731,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification Introduction to Communications - Communication Major,"Bachelor of Science in Communication Arts 4+0 in collaboration with Troy University, USA",MQA/FA4731,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification World Literature After 1660,"Bachelor of Science in Communication Arts 4+0 in collaboration with Troy University, USA",MQA/FA4731,KOLEJ SEGI KUALA LUMPUR
Micro-credential Certification World Literature Before 1660,"Bachelor of Science in Communication Arts 4+0 in collaboration with Troy University, USA",MQA/FA4731,KOLEJ SEGI KUALA LUMPUR
